@relation whatever

@attribute obs_lat numeric
@attribute model_lon numeric
@attribute model_lat numeric
@attribute velocity_U numeric
@attribute velocity_V numeric
@attribute wind_U numeric
@attribute wind_V numeric


@data
-0.00157 , -0.003343 , -0.008598 , -0.1485 , -0.2730 , 0.3745 , -1.1102
-0.0044 , -0.003037 , -0.009169 , -0.1031 , -0.2615 , 0.2814 , -0.2230
-0.00594 , -0.002106 , -0.007883 , -0.0591 , -0.2488 , 0.1874 , 0.6437
-0.00553 , -0.000455 , -0.006522 , -0.0152 , -0.2334 , 0.1109 , 1.5287
-0.0042 , 0.001625 , -0.002775 , 0.0620 , -0.0777 , -0.4551 , 1.9421
-0.00063 , 0.003307 , 0.002632 , 0.1393 , 0.0795 , -1.0446 , 2.3103
0.00432 , 0.004322 , 0.008001 , 0.2173 , 0.2352 , -1.6159 , 2.7077
0.00853 , 0.004347 , 0.010907 , 0.1598 , 0.2653 , -1.1639 , 2.8787
0.01181 , 0.002557 , 0.012131 , 0.1006 , 0.2987 , -0.6871 , 3.0361
0.01476 , 0.00077 , 0.013447 , 0.0405 , 0.3347 , -0.1898 , 3.1872
0.01552 , -0.002563 , 0.011653 , -0.0320 , 0.2076 , -0.4304 , 3.1970
0.01547 , -0.004311 , 0.00763 , -0.1049 , 0.0841 , -0.6601 , 3.2160
0.01358 , -0.007599 , 0.003649 , -0.1786 , -0.0400 , -0.9418 , 3.2439
0.00945 , -0.007665 , 0.000871 , -0.1457 , -0.0996 , -1.2291 , 3.2749
0.00561 , -0.006738 , -0.001088 , -0.1130 , -0.1610 , -1.5413 , 3.3085
0.00167 , -0.005117 , -0.00306 , -0.0813 , -0.2226 , -1.8455 , 3.3356
-0.00024 , -0.003719 , -0.002295 , 0.0037 , -0.1395 , -2.1563 , 3.3529
-0.00074 , -0.000669 , 0.000421 , 0.0890 , -0.0564 , -2.4501 , 3.3720
0.00128 , 0.002387 , 0.003113 , 0.1744 , 0.0268 , -2.7439 , 3.3910
0.00253 , 0.001988 , 0.004913 , 0.1416 , 0.0627 , -3.0377 , 3.4101
0.00642 , 0.000348 , 0.006107 , 0.1095 , 0.0985 , -3.3338 , 3.4454
0.00959 , -0.002045 , 0.007351 , 0.0772 , 0.1356 , -3.6341 , 3.4838
